step,phase,c_lambda,e11_lambda,e22_lambda,e12_lambda,allen_cahn_lambda,force_balance_lambda,k_reg_lambda,interp_c_lambda,interp_e11_lambda,interp_e22_lambda,interp_e12_lambda
27,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
28,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
29,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
30,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
31,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
32,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
33,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
34,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
35,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
36,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
37,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
38,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
39,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
40,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
41,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
42,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
43,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
44,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
45,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
46,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
47,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
48,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
49,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
50,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
51,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
52,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
53,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
54,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
55,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
56,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
57,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
58,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
59,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
60,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
61,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
62,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
63,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
64,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
65,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
66,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
67,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
68,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
69,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
70,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
71,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
72,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
73,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
74,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
75,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
76,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
77,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
78,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
79,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
80,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
81,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
82,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
83,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
84,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
85,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
86,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
87,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
88,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
89,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
90,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
91,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
92,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
93,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
94,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
95,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
96,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
97,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
98,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
99,adam,8.432226884986257,1.992254195703091,0.8425554192264781,0.16839999856945598,163.1661541008943,0.01,0.001,0.1,0.1,0.1,0.1
100,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
101,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
102,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
103,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
104,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
105,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
106,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
107,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
108,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
109,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
110,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
111,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
112,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
113,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
114,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
115,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
116,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
117,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
118,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
119,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
120,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
121,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
122,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
123,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
124,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
125,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
126,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
127,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
128,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
129,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
130,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
131,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
132,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
133,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
134,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
135,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
136,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
137,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
138,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
139,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
140,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
141,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
142,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
143,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
144,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
145,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
146,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
147,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
148,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
149,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
150,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
151,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
152,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
153,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
154,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
155,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
156,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
157,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
158,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
159,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
160,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
161,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
162,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
163,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
164,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
165,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
166,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
167,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
168,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
169,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
170,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
171,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
172,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
173,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
174,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
175,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
176,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
177,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
178,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
179,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
180,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
181,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
182,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
183,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
184,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
185,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
186,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
187,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
188,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
189,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
190,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
191,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
192,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
193,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
194,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
195,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
196,adam,30.48745956042935,4.952822159406684,1.451395084318623,0.251559998562213,246.84953869080488,0.01,0.001,0.1,0.1,0.1,0.1
